subject,relation,object,chunk_id,object_chunk,source
Uno shields,Integrates with,Portenta mid carrier proto shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Portenta mid carrier proto shield,Ensures,Uninterrupted connectivity,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Uninterrupted connectivity,Ensures,Portenta mid carrier proto shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Portenta mid carrier proto shield,With,Sensors,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Sensors,With,Portenta mid carrier proto shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Portenta mid carrier proto shield,With,Peripherals,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Peripherals,With,Portenta mid carrier proto shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Nicla vision,Enables,Real-time analysis,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,llmaindex
Real-time analysis,Enables,Nicla vision,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,llmaindex
Nicla sense me,Enables,Environmental monitoring,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,llmaindex
Environmental monitoring,Enables,Nicla sense me,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,llmaindex
Eslov connectors,For,I2c communication,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
I2c communication,For,Eslov connectors,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Qwiic connector,For,I2c communication,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
I2c communication,For,Qwiic connector,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,llmaindex
Arduino Due,UTILIZES,temperature,Due-datasheet::c2,Due-datasheet::c2,simplekg
temperature,UTILIZES,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Arduino Due,UTILIZES,humidity,Due-datasheet::c2,Due-datasheet::c2,simplekg
humidity,UTILIZES,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Arduino Due,UTILIZES,pressure,Due-datasheet::c2,Due-datasheet::c2,simplekg
pressure,UTILIZES,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Arduino Due,CONTROLS,autonomous mobile robot,Due-datasheet::c2,Due-datasheet::c2,simplekg
autonomous mobile robot,CONTROLS,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Arduino Due,ENABLES,3D printing,Due-datasheet::c2,Due-datasheet::c2,simplekg
3D printing,ENABLES,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Arduino Due,ENABLES,CNC machine,Due-datasheet::c2,Due-datasheet::c2,simplekg
CNC machine,ENABLES,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Arduino Due,ENABLES,IoT device prototype,Due-datasheet::c2,Due-datasheet::c2,simplekg
IoT device prototype,ENABLES,Arduino Due,Due-datasheet::c2,Due-datasheet::c2,simplekg
Light controller,CONTROLS,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,CONTROLS,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,CONTROLS,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,CONTROLS,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,CONTROLS,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,CONTROLS,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,CONTROLS,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,CONTROLS,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,HAS_SENSOR,light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
light sensor,HAS_SENSOR,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,EVALUATES,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,EVALUATES,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,EVALUATES,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,EVALUATES,tropical,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,EVALUATES,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,EVALUATES,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,EVALUATES,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
tropical,EVALUATES,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,RGB light sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
RGB light sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,moisture sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
moisture sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,pressure sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
pressure sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,temperature sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
temperature sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Light controller,COLLECTS_DATA,humidity sensor,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
humidity sensor,COLLECTS_DATA,Light controller,MKR IoT Carrier Rev2-datasheet::c3,MKR IoT Carrier Rev2-datasheet::c3,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Raspberry Pi RP2040,BASED_ON,Arm Cortex-M0+,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arm Cortex-M0+,BASED_ON,Raspberry Pi RP2040,Arduino Nano RP2040 Connect::c5,Arduino Nano RP2040 Connect::c5,simplekg
Arduino® Modulino Pixels,COMPLIES_WITH,FCC Rules,Modulino Pixels::c6,Modulino Pixels::c6,simplekg
FCC Rules,COMPLIES_WITH,Arduino® Modulino Pixels,Modulino Pixels::c6,Modulino Pixels::c6,simplekg
Arduino® Modulino Pixels,SUBJECT_TO,UNKNOWN,Modulino Pixels::c6,Modulino Pixels::c6,simplekg
UNKNOWN,SUBJECT_TO,Arduino® Modulino Pixels,Modulino Pixels::c6,Modulino Pixels::c6,simplekg
Arduino® Modulino Pixels,SUBJECT_TO,UNKNOWN,Modulino Pixels::c6,Modulino Pixels::c6,simplekg
UNKNOWN,SUBJECT_TO,Arduino® Modulino Pixels,Modulino Pixels::c6,Modulino Pixels::c6,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Portenta,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
